,sentence,structured_val,structured_bool
p3,good you yeah  sorry  i was think i was late i totally  like  messed up i thought we were at the media lab but    ahh  hmm so  uhh  i would would say that the job im interviewing for  lets stay down here so  yeay   im chase  and i guess  um  i dont know i really enjoy computers and outdoors  thats thats generally what i give people um  so in both of these  um  in computers mainly  uhh  at mit i think some of my favorite classes have actually been graphics       and computational photography as well so its actually been really interesting to me getting into harder problems  um  like really deep programming like c  im actually getting more interested in whereas before when i came to mit i had no idea about this stuff and i just did a lot of webdevelopment umm  otherwise i just    i really just enjoy working on random projects going to acathons sp a lot and hanging out with people umm  yeah just building cool things uhh  otherwise  uhh  my main thing i do afterwards is ultimate frisbee  which i really enjoy uhh  actually that would probably be    i would actually put this on frisbee uhh  so i started the frisbee club in my high school  um  my junior year  and  umm  basically it was just a bunch of my friends we used to play around a lot  and we said  hey  why dont we just make this a team it was about 15 or 20 of us umm  so i became captain and what that entailed was getting people to practices every day or maybe three times a week  depending on  like  how peoples schedules were but it was definitely tricky because  i mean  we had to get  you know  at least 15 people out on the field to be able to actually play a game  because you need 7 on each side umm  so  uhh  getting all this organized like everyday was umm  definitely like pretty hard to do and i had to get people passionate enough to be wanting to play every time that we needed to play umm  and by the end  uhh  we went to a tournament in texas      which is where im from umm  and we got 5th my junior year and 3rd my senior year which is great without a coach or anything umm  just a lot of playing around with my friends yeah uhh  hmm  ok so lets lets go with robotics that was one of the classes i was in  uhh  last semester so  umm  basically  uhh  the first half of the class was just learning in general about robots and figuring out  umm  you know  just like all the electronics first of all and then actually the computer sense behind it  doing vision and such umm  so finally at the very end of the  umm  uhh  class we had to make our own robots and so what i did there  umm  basically  uhh we had a few meetings to figure out what type of robot we would be building and stuff umm  and i guess  uhh  what i wanted to do was  umm  basically go ahead with everything wed already done uhh  and just push forward with that and just finish off basically and what my team members wanted to do was actually redo everything and start from the very bottom umm  so what we ended up doing  i actually took their side  umm  and it worked out very well umm  we had  uhh  quite a few tricky problems involved like  umm  uhh  one really cool thing we worked on was figuring out exactly  umm  how the robot can see the world       and what we had with this  we had a tile floor that we kind of cheated with we had a tile floor and then walls       everywhere umm  so what we were able to do is say  lets just color the tile floor and wherever the coloring stops so lets look at all the light in the picture and whenever we dont see any white  thats actually the bottom of the wall umm  yeah so then we basically took all these points that existed  that represented roughly the bottom of the wall  and then basically ran that through an algorhythm that created it  uhh  turned it into a line umm  so yeah that was that was kind of what it was and it worked really well in the end we actually had this vision turned on which is really tricky and    i think the first time theyd actually had  umm  some something like this instead of just looking for balls and doing path planning umm  actually local relocalization in the world yeah ok  uhh  hmm one of my weaknesses umm  i would go with  umm     umm   yeah i shouldve had a better answer for this question   umm  i guess    i dont know if i can plan to overcome it laughing i dont know i i id actually say  umm  i i wish i was a lot better in working in working in teams  umm  so  i actually really enjoy working in teams in general and thats  umm  actually been one of my biggest focuses at mit because i just know everyone is like really great at everything umm  but being able to  umm  basically inspire people to do stuff that i think is a good idea  uhh  i have found that im not the best at basically umm  uhh  i mean just like  just just various aspects of just everything you know  like working in this social club where we just throw offense in general for students and you know  ive got like various ideas that i need to get across to people but sometimes people dont agree with me and       i either have to be persuasive or something or come up with better ideas umm  so  i guess i guess my plan to overcome this  uhh  so far has basically just been a lot of practice       and just doing more  uhh  basically again  like ive been doing a lot of teamwork in general  i do really enjoy it so i think it just comes with practice and being very conscious about how other people do stuff very well and inspire me  umm  so hopefully i can inspire others umm  laughs uhh  i guess because  umm  i i would probably say the one word comes down to passion umm  i whatever im doing  i make sure  umm  to do it with everything that i have and im im basically always thinking about the problems that im working on umm i i i generally have like a pretty small scope of problems as well  that i always try to narrow it down im not i cant take so many problems at the same time and try and solve all of them if im reading a book  im only reading like one or two books umm  but with this  umm  i dont know i i ive found it so far to be really helpful umm  i think my passion generally overflows to other people umm  i i think im frequently jumping around  uhh  when im doing stuff       and like explaining stuff and like listening to people umm  so i think i i i bring kind of some liveliness to places and also with this passion goes im always looking at new stuff  learning new stuff and and teaching people about it  umm  and you know just enjoy making stuff ,3.9121988684,0
p30,pretty well how are you um  im nikki im a course 6 major at mit this year i live at east campus um  what do you want to know im from minnesota umum i was in apo i was the fellowship vice president for a time i was responsible for organizing the xx basically its limited to three sections friendship  leadership and service it was on my xx organizing the events thathelped to foster friendship among the brothers so we had this project a few weeks ago it was a xx of xx and one of our groupmates did the whole thing yeah um so wethe other two of us we talked among ourselves to figure out what like had happened exactly  because both of us are just kind of xx really quickly and then arranged a meeting with the ta xx  to see if we could work out a solution and at the end it worked out okay it wasnt the best  obviously  because we hadnt gotten to do the work resolved it i havent had this kind of interview in foreverim going to ask you to code im really quiet i just speak really quietly and its because in my head it sounds louder than i guess it is i work on it i try to project and all that i ask people to tell me if im being too quiet  cause i cant xx its a real problem though for what uhm  because i learn really quickly um i bring a very positive attitude to the job and i like to have fun with what i do and i work hard at it and i dont what to let people down xx ,3.59713349546,0
p31,good yep uh  well im a junior im an mit student um  im majoring in both math and computer science uh what sort of skills and interests are you looking to find out about cool  well im really interested in distributed systems actually and thats more of a research interest and the sort of application that it generally tends to have when i look at companies is parallel computing um  i actually did an internship last summer with amazon and uh for them i ended up doing a lot of parallel computing with the hoodoo platform im also taking 6172 which is a performance engineering class and we do a lot of parallelism in c well  uh  this was in high school but in high school i was the  uh  president of our robotics team as well as the  uh  in the earlier years the head of  respectively the  the  uh mechanical engineering team and our mechanical arm team uh  and you know that was a good leadership experience uh  ive also been in  uh  in 6172 we have group projects  theyre only two people  but um  in some of the projects ive been the person doing a lot of the organizing uh  yeah  um are you more interested in a technical challenge or like in a working with people challenge  okay well  um  in my 6172 class im taking right now i was working with jason he is a friend of mine and we were both working on the first project and we were trying to improve our speed in order to get up to the benchmark for like good fastness um  of improvement and we had to prioritize different choices in terms of what might actually speed up our code by approximately five hundredfold yeah  it was pretty intense and we as such like had to sort of try and paralyze the work and you know it was pretty hard because the code  like  merging two code documents is never fun and there was really only one document we were working on what ended up happening is that i spent most of the time uh driving which is to say coding  him watching  verifying my algorithm it was stressful because it was getting close to the deadline and if we didnt finish this optimization wed have to turn in an old version which was only ten times faster as opposed to five hundred times faster we ended up getting it not five hundred times faster  but one hundred times faster i was quite pleased working with him was sort of both working on the strategies of how to fix the technical problem as fast as possible given that we had two peoples worth of manhours but only n actual hours um  and thinking about solutions to that technical problem was interesting uh  i  when i get stressed tend to get a little snippy with people im working with i think it is not uncommon um  but definitely when im  especially when im tired its like 4 am in the morning and im working with people when theyre trying to explain something to me or im trying to explain something to them theres like inherent overhead and that can be very frustrating it causes me to like  be short with people when like theyre trying to explain things to me or im explaining things to them and its something im working on because it doesnt actually make communication more effective  it just makes everyone unhappy um one of  so  theres a couple things one is that like i have to stay up late working on things so i inevitably get practice working at not being snippy um  but also like having recognized that this is something that i do  something that is not effective for communication  uh  i have been trying to pay attention to  um  you know  my tone of voice  my friendliness and ive been trying to take the approach that when i do have to try to communicate in these situations  to like  optimize by minimizing the communication needed and being expressively relaxed during the periods of communication because even if i need to be like  working hard and stressing out about the work  the communication portion doesnt need to take up much time and so if it takes like twice as long  it doesnt matter  because thats not the time you need to optimize i think you should hire me because im technically qualified  i get along well with people  i am interested in these fields like  im excited about computer science its like what i want to do its a large part of who i am  the math and computer science part of me and as a result  im going to enjoy work  and enjoy working with people um  also the people i spend my time with outside of work will tend to be very similar kinds of people to the kinds of people ill be interacting with at work and so  it tends to work out pretty well in my previous internship with amazon my team liked me a lot because im pretty laid back and enjoy joking around with people bake food  you know so i  yeah  you know i will solve your technical problems and i will get along with the team ,4.72572824874,1
p32, good  how are you  so im a junior in chemical engineering  im very interested in energy application so um from alternative energy to more traditional sources so basically oil fossil fuels  um and kind of optimizing that industry i think theres a lot of potential there so thats thats where my main interest is  yeah  um so im uh vice president of corporalations sp for the society of woman engineers  and um we just held in september a career fair banquet  so we had a dinner for about 200 people following the career fair  um and its its a huge event to organize in the sense that students need to be matched up with companies that suit their interest for dinner    so the goal is just to have kind of a relaxed networking event after you know the hecticness of the carrerr fair  and and to just give people a chance to talk  um and so so i was working with a committee of six people and which i was the leader of and um i think one thing that i i really did to make sure that the event went smoothly was delegate tasks very early on  um so one of the one of things that happened in the previous years when i was one of the team and not leading the  team was it became very disorganized because we didnt know what the other tasks were what the other people were doing  and in the end we ended up having to work throughout the event to keep things running smoothly and i wanted the team members to be able to sit down and have dinner as well so in the end it ended up running very well  um  and um kind of we all got to have dinner to so that was awesome um  so one of our senior design or not our senior but one of our design classes within chemical engineering  um asks us to design uh chemical plant in one of the uh software programs we use um  and so its a very big project  but its very modular  so you can have somebody working on distillation columns and somebody working on the sp separator um and so one of the challenges um within that um is making sure that everyone is keeping up with their um their part of the project  and so one challenge that i faced with that project was making sure that one particular person was thou rally involved because um its a lot of work today and we cant really afford to have any anyone kind of  slacking off um so kind of to addrses that problem i sat down with him  had a conversation with him about it  you know we are all feeling kind of the strain of this project  the deadline is coming  um but um you know we cant have anyone sitting on the sidelines so what is it that you want to get more involved in or where do you think your skills are  and it turned out that um he wasnt very um he wasnt very comfortable writing the code in the program    so he didnt want to write bunky code and just have somebody else try to fix his work all the time but he was very tight with the teaching assistants and so he could funnel our questions through them and getr us some good answers um back from them so that we could keep going through the project so through that conversation we found a way for him to contribute  i think  um kind of within my personality  i hacve a lot of a lot of go go go and uh and  a lot of times i dont um  realize that waiting is the best option you know just letting certain events take their course um may in fact be the best option  um so kind of to give you a good example of this is um when i was trying to decide which internships um or which internship offerse to accept i kind of was very anxious to kind of pick one and go with it um and kinf of get started in meeting people   in that company and figuring ouit what i wanted to do and um i think in that circumstance it would have been better after i had accepted an offer i i got other offers that i of course couldnt consider because i was already tied to one particular offer and in that circumstance it would have been better to wait to see how things panned out  and to just communicate with other people saying that you know i really do think that pushing the deadline is the best  option in this circumstance  so kind of this year now i definitely waited for everything to pan out before making a decision  um and it has worked out really well actually  i i was very tempted to give a response to one of the offers i received but over this last weekend i actually went to a conference um and it changed my mind  both companies that i was deciding between was at the conference  and talking to the representatives really helped me  so im glad that i waited to you know hit the buttons  i think that i have a uh ability to contribute really well to the group so not just bringing the knowledge um or the skills that are  in your job description   but also kind of the enthusiasms t he willingness to contribute my ideas to the  uh huh  discussion and um really emerge myself in whats going on would make me a stellar candidate i think ,5.39823147181,1
p33,im  uh  pretty good the weathers nice  uh  outside  okay  so im a junior im a junior at it going to graduate  uh  a semester early  actually  so im going to be graduating next fall um because uhi  ive been doing my  my work pretty quickly i guess so i so uh i can graduate early  thats a good thing um im interested in going into nutrition in the long run uh  whether it be through medical school or  you know  even  a certification whatever  but i uh in the meantime  i want to get into life sciences consulting and i want to um explore the field and and and uh yeahdo it as as soon as i can  pretty  much  as long as i can in the field um being successful uh  and getting somewhere uh so uh  yeah  okay  so i am president of the endometrius society  and last year we organized a networking event so uh that  that comprised of not only students but also  like  working professionals in the boston area  so basically i got in touch with and invited every single armenian that i knew  in the boston area  and it ended up being a hundred plus event that we actually coordinated in one of the dorms here in bexley hall  so it was also a lot of logistical um  you know  like  practice  getting over uh  getting around the rules and stuff with capacity and everything and whether or not to serve alcohol and all that stuff so uh that that was a very big event and uh it was very successfully because people were still talking about it today so thank you okay  so  im also involved in mit undergraduate research journal  and uh last spring we we we we publish twice a year  at the end of each semester  and last spring um we were a little late in our uh  in our uh  timeline  so  it was kind of near finals week  and we still hadnt gotten anything published so  uh  sorry this was last fall  so we still had the spring semester to uh sort of remediate our uh error so um  we kind of  um  all  you know  pitched in together  and i guess the main thing we had to uh draw upon was each others initiative  like in the whole process  and motivation  and motivation  you know  for some people  its more selfcentered  and for others  its more of a community motivation  you know and we each had to tap into our individual editors motivation you know  what kind of people they were  what they were looking for  et cetera  so we had to get people kind of  uh  self started in a way and uh  yeah  we we got to work really quickly and uh and and we had it published by like the first two weeks of the spring semester so uh yeah yeah it was a good skill that i picked up  kind of  how to tap into peoples sense of initiative and stuff so  yeah uh   yeah so  uh  one of my weakness i think is  uh  like well  shyness you know  um um and i may see a little like confident  you know  on the outside  but um i definitely have my moments where im like you know  i just  freeze  and i feel like so  you know  like i cant talk to anyone  pretty much  you know  and its like  its like maybe ten percent of the time that im like that  but uh i kinda want to like get rid of that completely  so  yeah im just im doing  im like putting myself into more like  challenging situations  socially and stuff  to kind of like overcome it so um  yeah  just  like  you know  taking advantage of every opportunity that comes my way  to be social  and stuff  like going to parties  and just being used to being around people  because definitely at mit you can become  like  socially uh  you know  like  blocked away  so yeah  um  so i draw upon a lot of leadership experiences  with my enrollment at mit student groups  um  ive completed three years of mit without going insane  thats just a joke  but um  umand im very  you know  like  um im very organized  im a selfstarter  im  you know  i take initiative  ive organized a lot of events through these student groups  so im im um  im definitely able to take upon like large tasks with being organized  and you know very  like  having initiative so yeah ,5.07688543471,1
p34,im doing pretty well im a junior in course two  unknown word i just started going to last semester but i got very interested in product design when i took a class called product design it was really cool because we got to work in small teams to make our own projects so ours was a toy called con control  and my main role is to do a lot of the solid worksing so i make a lot of the cad 3d modeling so that we could make the physical components that didnt already exsist i really enjoyed that because its kind of an intersection between designing a part and engineering  which i have never really thought of until last year outside of classes i try to do a lot of design work as well  maybe in somewhat different fields like i work for the tech as a production editor so its a lot of making info graphics and laying out the entire newspaper and making it look really pretty its kind of a good break though from equations and things like that  i think a very recent example is i am going to be chair of my sorority so we just held an event called catwalk  which is ten months of planning  but it took a lot of delegation  a lot of staying on top of things because theres so many components they needed to coordinate we ended up having fourteen designers but we had to contact way more than that from around the boston area and the sorority has a hundred forty girls in it  so all of them has to participate in some way  whether its working with a designer or helping me to create the decoration scheme or logistics i personally think it ran really smoothly as a result of extreme organization i had a cochair and another girl helping me organize it and we got very good at creating tabs on google docs to stay on top of things  if i may  ill go back to toy product design  cause i think that was a really good good example i think all of usit was a team of three freshmen and two sophomoresnone of us had that much experience with product design at all  so we were all bringing different skills to the table and different ideas  different preferences and visions for what we wanted to do  and they clashed a lot in the beginning it was really difficult for us  like our personalities clashed as well  not just our ideas  which was really difficult to work with because meetings were unproductive  and we just felt like we werent moving anywhere because other teams were moving forward with their ideas  prototyping things  and we were still arguing over what design would be most feasible  or what was interesting so we worked through that by justwe worked with our mentors  talking to them as kind of a mediator so it wasnt a completely selfmotivated resolution or selfi dont know how to describe it but it ended up working out  we all kind of slowed down  took a step back  and saw from eachothers perspectives  talked out very explicitly what the plus and minuses of each idea were and what our goals were  given the constraints of the class  being that we had a two hundred dollar budget and just a semester to complete it in and at this point  like a month left to go and in the end we just recognized eachothers strengths and we could each take on responsibility for a certain component of the toy  and figure out a way to just meld them all together into the final product and we did by the end we had something that we were really proud of like a lot of teams ended up relying a lot on their mentors to kind of do the project for them  but because we each wanted to take so much ownership of the project it was very much our own  and we were able to present it on the final day  and thats something that was very rewarding i think one of my weaknesses is myi forget what it is called oh  lack of assertiveness  or lack of confidence in a way like i always want to make sure that everyones ideas are heard  and i feel like lots of times i dont want to create conflict  so ill kind of back down after a little bit im very open to sharing my ideas  but if theres a lot of criticism then i will back down  and thats something that im working on a lot  like just trying to stand behind my own ideas  trying to be more objective about them so i have reasons to resent so that i dont feel like theres any reason for me to need to back down i think you should hire me because i am very passionate about product design i feel like its something that people told me when i started the mechanical engineering lessons  they were like oh  you just lit up and i can see that you found your passion here i feel like im very detail oriented  so im able to create cad models in a very methodical manner  instead of just drawing random things together im able to think of design for manufacturing overall  and not just what looks nice on paper  but whats actually practicable i think i am a great team player in that even though i can be passive sometimes  in a way its good to have people with different levels of aggressiveness  and different levels of confidence  because that way its not all like  butting heads all the time  and i think that as i improve in my own smoothly and not confrontationally with people  but also get things done very effectively    ,4.50915597265,0
p35,im good how are you ok  well im a junior at mit and im currently studying computer science and biology its a new joint major with a minor in management so thats a little bit of my background um  last summer i worked at wells fargo bank in san francisco  i was in their principal investing group so  i was investing in a lot of longer term securities so  it was like buy side trading ok  so  my freshman year  um  i was doing this project called six four seventy and this is during iep its like a competition where youre supposed to get a team and design your on website so  it was like the first time that all of us had been doing this kind of programming before well  i had a little background but not much um  and  basically at the end of the day it came to me to get the team together because everyone was doing other things and its iep  everyone is trying to have fun also then i was like guys we have deadlines we need to get a b in this so  basically i stepped into a leadership roll and i brought our team together and we managed to finish our project and pass the class it didnt win any of us awards but at least we finished it i guess that is kind of related to my previous example i can talk more in depth about it  i guess um  so  i guess our main issue was getting the back end database to work correctly um  which none of us had ever programmed with  like  mysql or any of those languages before  you know so  um  i basically tried to delegate tasks so  i made one of my friends set up the  uh  get hub server and then another friend i said ok  just try to focus on like the matching algorithms then ill try to put all these things together and create  like  the front end of the website and bring all the code together and yeah so that was my team experience i think one of my weaknesses is  um  when i am working on a team sometimes i try to do too much myself um  like  sometimes  like  people are  say oh what can i help you with  but if they had previously shown inconsistency in the past  then ill try to get it done on my own and not really  like delegate things to them  so yeah thats something i need to work on i think uh  to overcome it  i am trying to be a better leader um  i am actually going through this leadership  uh  program right now its called cclp  so thats been helping me a lot with my leadership skills i think you should hire me because i have the necessary background experience um  from my past summers at  uh  wells fargo and also because i can get work done i will work well on a team  but at the end of the day if things arent getting done  i will overcompensate and do it myself so  you can count on me to meet the deadlines necessary at your firm ,4.95273468811,1
p37,huh  pretty well  how are you um i am a junior in course 18 which is applied math uh  obviously i go to mit  uhm whoops sorry im also probably going to major in management science uhm  as well as im really interested in minoring in economics um outsie of academics i do a lot of sports  i play water polo  i rock clmb a lot  uhm i run and bike a lot and uh im involved in lots of random clubs at mit so i like to keep busy  uhm well ive been swimming  well i was a varsity swimmer in hs as well as college   uhm  so i swam competitively for 15 years uhm  so i was the captain of my high school as well as my summer club swim team uhm  leadership wise i guess the summer swim team was where i felt like i had  had the most influential leadership position uhm   just because i was on the same team for 14 years uhm and so i really got to develop my relationships with all of the younger swimmers  uhm  even before i was in an official captain position oh  um  so i did a lot of uh  uh  coaching of younger kids  uhm  a lot of team management as in like setting up events  setting up meets  heping meets and everything running smoothly  uhm  as well as just leading   you know  cheers  helping people stay focus and stay organized at practices  hm well i was on the financial metrics team  in my internship last summer which was basically just the quantitative analysis team uhm  and so we had a problem in one of our like  quantitative analysis programs that was running and non one really knew where it was coming from so as a team we uh  like divide and conquer  broke down uh individual sections of the program to look at and uh  correlated those with each persons expertise  so i analyzed mainly the r portion whereas um  my teammate  my coworker and lets me lead my sequel portion of the code and broke it up that way  i guess  yeah  eventually with help from the uh  finance expert uhm  hm i would say one of my weaknesses is that i dont always push myself hard enough  uhm as far as academically i like to be challenged but i dont always seek those out um  so to overcome that i have done a lot of searching through the mit coursework to  uhm  find classes that look interesting as well as challenging and to sign up for a lot of classes that are outside just the minimum major requirements so that i could get a bit more of a challenge instead of just doing the bare minimum  uhm  because im a very fast learner um  im dedicated and i know how to work hard  because its something that ive done for my entire life and  uh  i like being busy and i like working hard  so if im given a task ill work hard until its done well ,4.87347827118,1
p4,pretty good uhh  so im a junior uhh studying aeronautics and astronautics at mit  umm  so right now im currently in the middle of my junior year im looking for a summer internship company and uhh ok umm  so for example last year umm when we were working on a class project where we were uhh trying to design a g uhh sorry a jet engine for ge  umm i had to work with a group of 4 people umm and to try to optimize certain uhh certain parameters for this engine uhh that we would have to present at uhh something to present to ge engineers umm during that time one of my team members uhh actually got really sick and he actually had to uhh go medical for a couple days and he wasnt really able to do much and uhh another person ended up uhh sh wasnt showing up very much so during that time i sort of basically had to facilitate uhh the people who werent sick uhh and basically help them communicate  talk to each other  and set up meetings uhh  i sort of took the helm on uhh towards uhh towards the end on a lot of that and basically got everybody together to to complete this project umm uhh umm so over the summer i was working at at auburn university um i was doing uhh uav collision avoidance algorithms so like uhh programming things to allow to allow a whole bunch of uavs flying in the same airspace uhh to basically get to their directives without crashing into each other umm i was working with a partner  but in a larger context of umm a dozen students umm as it turns out umm the challenge in this case was that although it was sort of like a programming ai sort of aeronautics umm sort of project  uhh my partner came from a chemical engineering background and did not really have any programming experience nor she had she had experience with umm with sort of uav design umm so that became a bit of an issue  umm but umm i think basically what ended up happening was i worked with umm a grad student there and like all the people to basically bring her up to speed basically sort of teach her programming from the ground up  up to a level where she might be able to help with programming like in a uhh a uhh for uav and umm in that case i drew upon a lot of resources that were available there umm you know there were grad students who were helping helping us  the professor who was in charge of the ex uhh the project as well as with other students in the program ummm  so i think one of my weaknesses is that umm i have a tendency to to show up uhh to things kind to things kind of late umm this is actually probably after im used to after im used to going to a certain place umm because i have a tendency to think that  and especially in the mornings because i have a tendency to think oh i can get to a certain place uhh by biking uhh at a certain speed so  i think uhh what i tend to do uhh what im trying to do nowadays to try to overcome that is basically get to somewhere before hand and then basically uhh do work there as opposed to try to do work umm away from a place where i need to be and like sort of try to make it there in the nick of time its something that ive tried to implement over the past couple weeks umm i think you should hire me  because umm basically ive demonstrated over the past couple years umm a fair amount of research experience  a fair amount of experience in and out umm in and out of the classroom in both umm sort of an academic setting and in a research and development setting uhh such that i think i would be an asset to your company umm i think that my past experience with both uhh software and hardwares in aeronautics makes it so that uhh i have a good balance that would be useful to you ,4.68837924196,0
p42,um  so im a junior at mit im in aerospace engineering um  im thinking of doing more of the  the aeronautics side rather than the astronautics side  although i dont have to decide until later um  im in rotc and  you know  in the air force portion im hoping to become a pilot uh  i applied pretty recently and ill find out maybe in february or march of next year um  im also in sigma alpha epsilon fraternity our house is on the east campus across the river and ive been living there since i was a sophomore um  thats  thats basically me um  so  probably the biggest chance i got to demonstrate leadership so far in my life has been this past summer when i went to pretty much rotcs version of boot camp its called field training and its about a month long and its in alabama and its pretty much a test to see what youd do in really stressful situations so  uh  theyd give us pretty big things like wed have to be in charge of 40 or 50 people and wed have to make sure they got to this place at the right time and then do um  i guess the correct action when we get there and make sure nobodys going astray or making sure that like all the obstacles the instructors set up  uh  we can overcome them so  being in charge of people for a good two or three days when everything is just so high stress is probably um  the most challenging leadership experience ive ever had um  hm  to give i guess a nonrotcrelated example  um  as we have a decent amount of projects in um  core 16 like unified is  a lot  is very project based in the second semester and  um  one of the biggest problems we had in our specific group was the way that um  i guess  the work was being allocated so at first  it was supposed to be um  very evenly divided so each person on the fourperson team would do a quarter of the work but  um  some people started doing a little bit less and some people started doing a little bit more and by the middle of the semester  it was very unequal and so  it was kind of getting  you know  under everyones skin so  as a group  after we um  we realized that it just wouldnt  it was really a detriment to our productivity  we all had a group meeting and said  listen  this is what we have to do we have to reallocate the certain things that are um  are the parts of the project that um  we had  we wanted to originally and um  it just kind of went astray so  we did that  and we became a lot better um  working on a team  faced with a challenge um  hm i can think of um  try to not um  hit the same categories so um  in sae  in the fraternity that im in  last semester i was the recruitment chair so  the  the job for the recruitment chair is essentially to plan rush like  plan our events for cpw  plan our events for fall rush  plan our events for spring rush for a full calendar year  or for a full school year  excuse me um  and  the question was challenges in a group  right okay so  challenges and teamwork so  rush is very teamoriented because youre trying to work with your brothers to um  really see i guess  which freshmen uh  are the most compatible with your fraternity and that youd probably have the best time with so  the way i set it up was we actually did work in small teams of about 4 or 5 brothers and wed go out and you know  do fun things and meet freshmen i would say the biggest problem with that during rush is that some teams were a lot more active than others and the team that i was in  uh  was a little bit less active and  of course as being rush chair  i didnt want that to be the case i wanted to change that so  um  especially in situations where you dont have um  you dont have like hard  given  not given  but like outlined powers like youre not someones boss youre just like another brother in the fraternity um  the best kind of way to convince people to do something that you want to do is through positive motivation so thats what i ended up using a lot to get for a while as rush chair to get people to go out so it was all  always being like very excited to do it and like knowing that youre passionate about it and telling them  or and like having them realize that oh  this is a really good thing that we should be doing and it will really help us out and it will be fun so thats how i solved that problem so  my greatest weakness i normally would probably have to think a lot more about but  i actually had a similar conversation with um one of my bosses in rotc about a month and a half ago so  i would say my greatest weakness is when i get put in really stressful situations  i will tend to jump to a decision or a conclusion too quickly and wont necessarily think about  or  i think through the whole process um  like to fruition ill kind of like hurry up and want to get to something so  um  so the situation can be like  i guess resolved so what im working on is just being able to like even in a stressful situation and i know it is a problem to kind of slow down and take a step back and really like at things kind of from a higher altitude  um  im a really hard worker i absolutely will devote myself to um  this company i  i think as a team member  im very cooperative uh  if the goal we have as a team  if i agree with it  and for the most part i will and if i wont then ill voice  and like ill voice my concerns and try to make it something everyone can agree on and if i agree on it  um  then i am or ill definitely be able to participate in the team in a very productive manner ill be a very good follower and if  um  if its needed i can be a very good leader as well all right ,3.83849946468,0
p43,sure  so im a senior at mit in management and computer science uhm  im really interested in the intersection of the two so  you know  not just  uhm  you know  how computers can  you know  you know  how  like the best algorithms to do about computers like you know inventing the next algorithm  the next compression algorithm  not really something that im interested in doing but uh really finding how computers can help apply to peoples lives and make new businesses or improve existing businesses  sure  so  uhm  i guess id say earlier this year so im actually the president of baker house and earlier in the beginning of the year in mit we had this process called rex residence exploration where all the dorms try and throw events and somehow  you know  recruit or retain the freshmen that they have uhm  and  the rex event that we had uh  we threw a bunch of events  had about ten workers that we had  were able to give early arrival to so free housing uh  so we ran about five or six events the largest of which was a party where we had over sevenhundred people attend  sure so i think theres  you know  always been challenges so last summer when i was at disney  uhm  there were  there was some disagreement about uh  how we should  when we should schedule  the  uh  what week we should schedule the  uh  trial for uhm  and there was some disagreement about whether we should have it later because of uhm  uh  dates for when the program would be ready but if we had it passed a certain date then wed have to have the app also consider time zone issues so basically just discussed with all the stake holders and let them know that  you know  by changing this date  pushing it back  were adding scope to the app and were going to have to make additional development changes and see if they would be able to be flexible to change it back  yep sure so i think the  the problem  uhm  that i have the most is  uh  in delegating task to people so  uhm  i want to make sure that things are done properly so i tend to overly control on things so basically ive been thinking to myself alright is this something core that i really have to do no i think lets you know  lets get someone else to do it  and that way also they also they learn it so  you know  when i graduate theyre able to take on that role  sure sure i think uhm  i combine  you know  technical expertise with uh  business expertise and product expertise so  hiring me as a product manager for your mobile app i think is  uh  would be optimal because i have expertise in all these areas and ive worked in all these areas in the past  uhm  and im able to bring that expertise to your organization in a way that i think few other candidates  uhm  have  thank you for having me ,5.56130636558,1
